pres,leg,plus70,61_70,51_60,41_50,31_40,22_30,18_21,men,women,center,deleg,circ
50.99,56.25,15.46,15.79,16.78,16.78,16.78,16.45,1.97,52.96,47.04,م إبتدائية النجاح - الكبارة,الكبارة,Kairouan
52.05,56.16,15.07,9.59,19.18,23.29,17.81,10.96,4.11,61.64,38.36,م إبتدائية العواينية - الكبارة,الكبارة,Kairouan
40.32,46.97,9.6,9.6,18.76,21.27,18.32,16.69,5.76,59.53,40.47,م إبتدائية البريكات نصر الله ,البريكات,Kairouan
44.42,52.08,11.16,10.94,17.29,19.91,19.04,17.94,3.72,49.89,50.11,م إبتدائية النور - البريكات,البريكات,Kairouan
69.63,76.15,2.7,7.8,18.54,20.92,25.06,20.05,4.93,53.26,46.74,م إبتدائية الراجحية أكودة - أكودة الشرقية,أكودة الشرقية,Sousse
74.28,79.31,4.17,8.94,16.67,22.16,23.05,19.65,5.36,52.1,47.9,م إبتدائية حشاد أكودة - أكودة الشرقية,أكودة الشرقية,Sousse
63.49,69.52,3.02,6.35,19.37,24.29,22.86,18.41,5.71,51.75,48.25,م إبتدائية وادي العروق أكودة - أكودة الشرقية,أكودة الشرقية,Sousse
70.43,76.84,4.92,9.19,18.43,21.48,22.53,18.8,4.64,55.82,44.18,م إبتدائية بورقيبة أكودة - أكودة الغربية,أكودة الغربية,Sousse
72.93,78.76,3.69,10.68,19,20.32,22.21,19.56,4.54,52.01,47.99,م إبتدائية علي الحطاب - أكودة الغربية,أكودة الغربية,Sousse
61.01,69.38,3.31,8.39,20.97,24.06,18.76,19.43,5.08,50.88,49.12,م إبتدائية حاتم أكودة - أكودة الغربية,أكودة الغربية,Sousse
69.98,75.51,3.33,9.2,17.4,20.53,25.01,19.74,4.8,53.35,46.65,م إبتدائية شط مريم,شط مريم,Sousse
67.32,76.38,7.48,7.68,18.11,22.44,21.46,18.9,3.94,57.87,42.13,م إبتدائية الفقاعية ,الفقاعية,Sousse
69.26,74.92,3.27,9.05,17.98,20.37,25.58,19.8,3.96,55.56,44.44,م إبتدائية طنطانة أكودة ,الطنطانة,Sousse
63.14,69.08,3.23,7.1,14.22,18.85,25.97,23.75,6.89,54.11,45.89,م إبتدائية الجمهورية زاوية سوسة ,زاوية سوسة,Sousse
55.28,66.39,3.55,6.82,13.01,20.74,26.81,24.49,4.59,54,46,م إبتدائية العهد الجديد زاوية سوسة,زاوية سوسة,Sousse
66.06,73,3.48,8.17,16.72,21.41,22.01,22.01,6.2,54.72,45.28,م إبتدائية الإمتياز - زاوية سوسة,زاوية سوسة,Sousse
66.78,72.37,4.81,8.54,15.13,21.34,24.04,20.01,6.15,52.11,47.89,م إبتدائية علي البلهوان قصيبة سوسة ,قصيبة سوسة,Sousse
66.86,74.81,5.88,7.71,17.9,22.7,22.78,19.47,3.56,53.19,46.81,م إبتدائية العفة قصيبة سوسة ,قصيبة سوسة,Sousse
67.38,74.76,0.97,7.59,23.35,16.34,16.93,27.63,7.2,51.26,48.74,م إبتدائية 14 جانفي قصيبة سوسة ,قصيبة سوسة,Sousse
77.52,82.28,6.74,8.63,16.52,20.3,20.63,20.13,7.07,52.34,47.66,م إبتدائية الثريات ,الثريات,Sousse
76.98,82.85,5.37,9.52,16.29,21.91,20.27,20.18,6.47,53,47,م إبتدائية بورقيبة القلعة الصغرى - القلعة الصغرى الشرقية,القلعة الصغرى الشرقية,Sousse
68.67,74.92,6.29,7.92,15.89,20.22,25.97,19.23,4.48,49.9,50.1,م إبتدائية البشرى القلعة الصغرى - القلعة الصغرى الشرقية,القلعة الصغرى الشرقية,Sousse
64.5,72.12,4.96,7.85,19.62,20.43,22.87,18.8,5.48,55.03,44.97,م إبتدائية غرة جوان القلعة الصغرى - القلعة الصغرى الشرقية,القلعة الصغرى الشرقية,Sousse
65.89,70.26,1.46,4.96,18.73,22.57,21.69,23.59,7,52.62,47.38,م إبتدائية حي المنازه القلعة الصغرى - القلعة الصغرى الشرقية,القلعة الصغرى الشرقية,Sousse
68.58,74.54,0.82,3.7,14.58,28.75,23,20.53,8.62,55.03,44.97,م إبتدائية حي المنازه2 - القلعة الصغرى الشرقية,القلعة الصغرى الشرقية,Sousse
67.19,76.04,6,9.43,17.9,20.37,22.59,18.86,4.84,51.89,48.11,م إبتدائية ابن خلدون القلعة الصغرى - القلعة الصغرى حشاد,القلعة الصغرى حشاد,Sousse
68.69,75.58,3.75,8.4,18.08,19.36,22.88,20.41,7.13,53.78,46.22,م إبتدائية الحبيب القلعة الصغرى - القلعة الصغرى حشاد,القلعة الصغرى حشاد,Sousse
63.92,74.65,6.25,7.31,17.57,23.11,23.82,18.87,3.07,61.56,38.44,م إبتدائية النقر القلعة الصغرى,النقر,Sousse
50,71.51,6.99,6.99,10.75,23.12,27.42,22.04,2.69,67.74,32.26,م إبتدائية وادي لاية القلعة الصغرى ,وادي لاية,Sousse
67.4,75.2,3.63,7.92,15.63,18.72,23.93,24.65,5.52,55.89,44.11,م إبتدائية الحي الجديد القلعة الكبرى – الجرابعة,الجرابعة,Sousse
65.45,72.27,6.16,6.25,16.74,18.57,25.48,22.65,4.16,59.53,40.47,م إبتدائية غرة جوان القلعة الكبرى – الجرابعة,الجرابعة,Sousse
58.78,66.61,6.52,5.83,13.3,19.65,25.04,23.22,6.44,59.13,40.87,م إبتدائية 9أفريل القلعة الكبرى – الجرابعة,الجرابعة,Sousse
65.52,66.81,3.22,7.94,21.46,19.31,20.17,21.03,6.87,50.75,49.25,م إبتدائية 14 جانفي القلعة الكبرى – الجرابعة,الجرابعة,Sousse
63.18,69.82,6.49,7.68,15.01,19.77,27.91,19.19,3.95,59.69,40.31,م إبتدائية ابن خلدون القلعة الكبرى - الزعارنة الغربية,الزعارنة الغربية,Sousse
66.2,75.78,2.81,6.64,17.03,20.63,24.22,23.36,5.31,57.77,42.23,م إبتدائية حشاد القلعة الكبرى - الزعارنة الغربية,الزعارنة الغربية,Sousse
65.27,72.57,4.86,7.79,17.01,20,23.77,20.71,5.86,58.93,41.07,م إبتدائية الحي الشرقي القلعة الكبرى - الزعارنة الشرقية,الزعارنة الشرقية,Sousse
70.64,75.77,1.66,5.06,21.54,21.16,15.95,25.55,9.07,52.6,47.4,م إبتدائية حي النزهة القلعة الكبرى - الزعارنة الشرقية,الزعارنة الشرقية,Sousse
59.39,69.38,5.41,7.1,15.56,19.92,25.67,22.74,3.61,58.11,41.89,م إبتدائية ابن عيسى القلعة الكبرى - أولاد محمد,أولاد محمد,Sousse
57.95,66.59,5.01,6.45,16.35,17.46,26.36,23.36,5.01,60.07,39.93,م إبتدائية 2مارس القلعة الكبرى - أولاد محمد,أولاد محمد,Sousse
55.14,63.47,4.4,9.04,15.3,18.42,24.33,25.15,3.36,57.57,42.43,م إبتدائية الزيتونة - أولاد محمد,أولاد محمد,Sousse
60.67,71.72,10.11,9.18,14.61,17.04,26.03,20.04,3,57.3,42.7,م إبتدائية سد الشياب القلعة الكبرى - السد الغربي,السد الغربي,Sousse
49.18,62.48,6.56,7.1,15.85,21.13,27.32,16.76,5.28,53.73,46.27,م إبتدائية الكرارية القلعة الكبرى - السد الغربي,السد الغربي,Sousse
77.39,84.17,6.53,9.3,10.05,21.36,29.9,18.34,4.52,55.53,44.47,م إبتدائية أهل جميع القلعة الكبرى - السد الغربي,السد الغربي,Sousse
52.12,63.43,6.89,7.07,14.49,20.32,24.56,22.62,4.06,59.19,40.81,م إبتدائية البورة القلعة الكبرى – بلعوم,بلعوم,Sousse
40.35,55.56,9.36,6.43,11.7,14.62,22.22,28.66,7.02,53.22,46.78,م إبتدائية القبو القلعة الكبرى - بلعوم,بلعوم,Sousse
75.51,80.5,5.61,8.54,19.15,21.2,20.69,19.51,5.3,54.63,45.37,م إبتدائية الهادي شاكر النفيضة ,النفيضة,Sousse
72.36,77.67,5.03,8.99,17.75,20.49,21.5,21.1,5.14,51.09,48.91,م إبتدائية حشاد النفيضة ,النفيضة,Sousse
63.96,74.43,6.72,7.77,15.63,18.37,22.06,25,4.45,55.94,44.06,م إبتدائية الفرادي النفيضة - الفرادة,الفرادة,Sousse
52.09,63.5,6.29,9.14,13.91,19.43,26.67,20,4.57,74.52,25.48,م إبتدائية قريميت الشرقية النفيضة ,قريميط الشرقية,Sousse
49.17,59.58,7.36,9.31,15.69,18.19,22.64,22.92,3.89,66.81,33.19,م إبتدائية قريميت الغربية النفيضة ,قريميط الغربية,Sousse
53.46,61.44,5.85,10.64,16.76,22.34,19.68,21.81,2.93,60.64,39.36,م إبتدائية سيدي سعيدان النفيضة - قريميت الغربية,قريميط الغربية,Sousse
87.59,81.38,3.45,6.21,15.17,20,31.04,19.31,4.83,78.62,21.38,م إبتدائية المدافعي النفيضة - قريميت الغربية,قريميط الغربية,Sousse
49.66,65.65,4.78,8.19,15.02,23.55,22.18,22.53,3.75,78.23,21.77,م إبتدائية الصمايدية أولاد بالليل - قريميت الغربية,قريميط الغربية,Sousse
68.42,76.75,9.26,8.68,17.36,21.01,21.7,18.11,3.88,53.96,46.04,م إبتدائية الشقارنية النفيضة,الشقارنية,Sousse
70.62,77.58,8.68,10.02,20.78,18.89,19.13,18.4,4.1,50.15,49.85,م إبتدائية أولاد عبد الله النفيضة ,أولاد عبد الله,Sousse
71.96,79.44,8.41,8.1,18.07,18.69,22.74,21.18,2.8,57.63,42.37,م إبتدائية تكرونة النفيضة ,تكرونة,Sousse
70.68,81.88,7.58,7.08,13.67,18.95,27.68,20.92,4.12,64.25,35.75,م إبتدائية منزل فاتح النفيضة ,منزل فاتح,Sousse
56.76,71.33,6.81,6.81,15.55,18.04,21.5,27.16,4.13,51.49,48.51,م إبتدائية عين قارصي النفيضة , القارصي,Sousse
56.84,68.59,8.34,7.97,14.07,16.94,25.97,21.98,4.73,56.16,43.84,م إبتدائية عين مذاكر النفيضة ,عين مذاكر,Sousse
58.29,73.13,6.31,7.36,12.97,18.46,24.3,26.64,3.97,64.6,35.4,م إبتدائية هيشر النفيضة,هيشر,Sousse
61.7,67.35,4.37,9.26,15.94,17.74,27.76,22.37,2.57,89.46,10.54,م إبتدائية الغواليف النفيضة - هيشر,هيشر,Sousse
63.69,68.79,5.1,6.37,13.38,15.92,36.94,19.11,3.19,64.33,35.67,م إبتدائية العياش - هيشر,هيشر,Sousse
64.99,74.63,8.19,9.07,17.19,20.48,22.75,18.22,4.1,51.39,48.61,م إبتدائية منزل دار بلواعر النفيضة,منزل دار بلواعر,Sousse
60.24,69.57,5.49,7.11,15.24,19.31,22.16,24.59,6.1,56.19,43.81,م إبتدائية الغويلات النفيضة - مرابط حشاد,مرابط حشاد,Sousse
61.83,73.67,7.4,6.21,14.2,20.12,25.15,21.01,5.92,60.65,39.35,م إبتدائية مرابط حشاد النفيضة ,مرابط حشاد,Sousse
65.98,73.2,7.22,12.37,18.56,25.77,13.4,19.59,3.09,63.92,36.08,م إبتدائية أولاد تليل النفيضة - مرابط حشاد,مرابط حشاد,Sousse
70.67,78.09,6.84,9.19,16.97,20.57,24.75,18.15,3.54,54.77,45.23,م إبتدائية حشاد بوفبشة ,بوفيشة,Sousse
72.02,79.27,4.93,9.2,15.93,20.93,24.47,20.27,4.27,48.17,51.83,م إبتدائية 2مارس بوفيشة ,بوفيشة,Sousse
70.37,77.68,1.44,6.01,19.06,21.8,21.41,24.28,6.01,48.04,51.96,م إبتدائية حي الرياض - بوفيشة,بوفيشة,Sousse
57.31,72.85,9.28,10.21,15.08,22.51,20.65,18.1,4.18,58.24,41.76,م إبتدائية وادي الخروب بوفيشة ,وادي الخروب,Sousse
59.68,73.23,6.77,10.16,15.81,18.55,26.45,20.65,1.61,58.39,41.61,م إبتدائية سيدي خليفة بوفيشة ,سيدي خليفة,Sousse
56.99,74.51,8.51,7.98,14.01,18.26,25.36,23.05,2.84,55.75,44.25,م إبتدائية لندرية بوفيشة - سيدي خليفة,سيدي خليفة,Sousse
42.46,55.17,6.95,7.29,12.54,20.09,27.37,23.22,2.54,59.83,40.17,م إبتدائية الصفحة بوفيشة,الصفحة,Sousse
67.9,79.24,10.42,7.29,15.41,23.06,23.62,16.79,3.41,57.93,42.07,م إبتدائية سيدي سعيد بوفيشة ,سيدي سعيد,Sousse
70.47,79.39,7.97,10.27,18.72,18.65,22.03,19.05,3.31,50.41,49.59,م إبتدائية عين الرحمة بوفيشة ,عين الرحمة,Sousse
62.45,72.71,6.96,11.36,14.1,18.68,22.89,23.08,2.93,55.13,44.87,م إبتدائية المثاليث بوفيشة,المثاليث,Sousse
65.78,77.41,7.89,9.76,15.51,21.52,24.73,18.58,2.01,49.06,50.94,م إبتدائية ابن الجزار السلوم بوفيشة ,السلوم,Sousse
58.71,69.44,8.54,8.54,14.46,20.81,24.32,20.59,2.74,57.94,42.06,م إبتدائية سيدي مطير بوفيشة ,سيدي مطير,Sousse
61.16,70.03,6.42,9.79,15.29,25.69,22.94,15.29,4.59,56.57,43.43,م إبتدائية الشابي كلم / 70 بوفيشة - سيدي مطير,سيدي مطير,Sousse
72.49,76.19,5.26,7.72,18.67,22.02,21.38,20.1,4.85,50.97,49.03,م إبتدائية 25جويلية حمام سوسة – المدينة,المدينة,Sousse
74.41,79.25,3.48,7.98,17.21,20.93,24.13,20.67,5.59,53.04,46.96,م إبتدائية طريق تونس حمام سوسة – المدينة,المدينة,Sousse
71.48,77.63,6.52,9.78,18.96,18.74,21.56,19.56,4.89,53.7,46.3,م إبتدائية بورقيبة حمام سوسة – المدينة,المدينة,Sousse
74.96,77.72,3.11,9.37,15.12,15.6,24.5,25.6,6.7,53.86,46.14,م إبتدائية سيدي القنطاوي حمام سوسة,القنطاوي,Sousse
77.18,81.25,3.74,9.81,13.69,18.34,25.67,22.77,5.98,50.4,49.6,م إبتدائية طريق الشاطئ حمام سوسة - بئر موسى,بئر موسى,Sousse
76.34,79.93,3.36,8.18,15.78,20.05,22.12,22.64,7.87,50.34,49.66,م إبتدائية سهلول حمام سوسة,سهلول,Sousse
71.62,75.6,3.71,8.79,17.9,20.73,25.03,18.86,4.99,50.71,49.29,م إبتدائية الغربي حمام سوسة – الغرابي,الغرابي,Sousse
65.31,71.26,4.43,11.39,13.46,16.94,27.86,21.55,4.37,51.83,48.17,م إبتدائية بورقيبة حي الزهور,الزهور,Sousse
69.04,74.01,3.37,9.95,14.67,21.51,26.25,20.39,3.86,49.92,50.08,م إبتدائية المستقبل حي الزهور ,الزهور,Sousse
65.57,71.64,4.26,9.87,16.37,18.74,27.01,20.39,3.37,46.05,53.95,م إبتدائية الهداية حي الزهور ,الزهور,Sousse
63.47,68.96,3.47,8.33,20.63,16.67,19.38,25.76,5.76,50.42,49.58,م إبتدائية السعادة حي الزهور ,الزهور,Sousse
60.72,64.27,1.2,4,15.09,23.5,21.96,27.04,7.2,51.29,48.71,م إبتدائية الرياض الخامس - حي الرياض,حي الرياض,Sousse
69.98,73.44,3.32,11.53,16.17,13.93,25.38,25.31,4.36,50.88,49.12,م إبتدائية الفتح حي الرياض ,حي الرياض,Sousse
67.53,71.82,1.07,5.27,18.29,19.11,19.98,28.17,8.11,49.79,50.21,م إبتدائية طارق ابن زياد حي الرياض,حي الرياض,Sousse
65.63,68.95,2.02,9.63,14.25,13.43,29.7,27.1,3.87,48.56,51.44,م إبتدائية الأمل حي الرياض - العهد الجديد,العهد الجديد,Sousse
68.37,72.61,1.61,7.39,20.6,18.01,21.66,25,5.73,51.09,48.91,م إبتدائية ابن شرف حي الرياض - العهد الجديد,العهد الجديد,Sousse
69.27,73.57,2.13,7.34,17.11,15.34,24.6,28,5.46,51.55,48.45,م إبتدائية النجاح حي الرياض - العهد الجديد,العهد الجديد,Sousse
62.19,64.84,2.04,7.75,14.43,12.01,29.78,30.09,3.91,55.02,44.98,م إبتدائية السلام حي الرياض - العهد الجديد,العهد الجديد,Sousse
67.36,71.22,4.86,8.22,17.58,20.27,21.42,22.33,5.32,57.8,42.2,م إبتدائية الباب الشمالي سوسة – المدينة,المدينة,Sousse
79.97,84.14,6.66,11.22,15.41,19.68,23.53,17.82,5.68,50.13,49.87,م إبتدائية الخزامة الشرقيــة سوسة – المدينة,المدينة,Sousse
70.95,74.53,7.03,10.18,20.98,21.3,18.43,17.76,4.32,51.12,48.88,م إبتدائية التريكية سوسة - المدينة,المدينة,Sousse
77.74,81.61,6.47,9.92,19.32,19.81,19.76,19.56,5.17,50.93,49.07,م إبتدائية العمارات الشمالية سوسة – المدينة,المدينة,Sousse
69.12,74.88,4.33,6.53,13.6,20.08,25.51,22.87,7.08,47.28,52.72,م .إعدادية طارق بن زياد خزامة الشرقية – المدينة,المدينة,Sousse
73.37,78.39,6.2,8.88,20.02,21.61,18.68,19.35,5.28,48.99,51.01,م إبتدائية العمارات الجنوبية سوسة - علي البلهوان,علي البلهوان,Sousse
70.97,75.94,6.38,9.29,16.1,22.77,20.28,19.45,5.73,52.13,47.87,م إبتدائية ابن خلدون سوسة - علي البلهوان,علي البلهوان,Sousse
68.13,73.76,4.97,12,17.47,17.3,24.22,19.79,4.25,51.67,48.33,م إبتدائية خزامة الغربية - وادي بليبان,وادي بليبان,Sousse
76.66,79.95,3.24,9.22,19.31,19.59,20.31,22.73,5.61,50.05,49.95,م إبتدائية الوفاء سهلول - وادي بليبان,وادي بليبان,Sousse
78.99,82.84,1.54,7.06,17.67,18.8,23.94,23.97,7.03,48.54,51.46,م إبتدائية الامتياز سهلول 1 - وادي بليبان,وادي بليبان,Sousse
77.83,81.91,1.31,6.48,19.9,19.63,20.94,23.82,7.92,47.74,52.26,م إبتدائية الطموح سهلول - وادي بليبان,وادي بليبان,Sousse
67.19,71.93,4.21,10.57,18.82,16.78,20.39,23.68,5.56,51.08,48.92,م إبتدائية وادي غنيم - حشاد,حشاد,Sousse
79.27,82.64,8.25,8.36,18.16,23.91,20.52,15.66,5.14,49.47,50.53,م إبتدائية نهج الغزالي سوسة - الهادي شاكر,الهادي شاكر,Sousse
73.42,76.02,5.51,8.36,13.68,20.38,24.48,22.67,4.92,48.58,51.42,م إبتدائية حي التعمير سوسة - الهادي شاكر,الهادي شاكر,Sousse
57.1,62,2.6,7.79,15.15,17.82,26.98,26.55,3.1,48.23,51.77,م إبتدائية بوخيزر - الهادي شاكر,الهادي شاكر,Sousse
70.13,74.94,5.2,10.93,17.15,19.42,22.38,19.95,4.97,48.63,51.37,م إبتدائية 14 جانفي بوحسينة سوسة ,بوحسينة,Sousse
64.92,69.76,6.3,8.99,17.71,21.45,21.01,18.99,5.55,47.67,52.33,م إبتدائية بوحسينة ,بوحسينة,Sousse
78.35,82.18,6.97,10.96,18.9,19.65,18.9,19.69,4.94,48.55,51.45,م إبتدائية نهج المنصف باي سوسة - محمد القروي,محمد القروي,Sousse
80.66,84.92,5.54,10.32,17.83,20.18,21.3,18.92,5.92,49.17,50.83,م إبتدائية نهج الحكيم قرول سوسة - محمد القروي,محمد القروي,Sousse
70.27,75.81,5.76,9.85,15.07,19.54,25.89,19.75,4.14,49.78,50.22,م إبتدائية الصفايا سوسة - محمد القروي,محمد القروي,Sousse
73.97,78.86,4.69,7.6,15.8,21.62,24.53,20.82,4.94,46.52,53.48,م إبتدائية الأخلاق حمام سوسة - سهلول,سهلول,Sousse
62.71,70.05,4.62,6.19,16.01,25.91,22.28,18.23,6.77,48.93,51.07,م إبتدائية اسد بن الفرات - الطيب المهيري,الطيب المهيري,Sousse
64.08,72.61,8.98,7.95,16.87,24.44,20.33,16.93,4.49,47.02,52.98,م إبتدائية كدية مالك سوسة - الطيب المهيري,الطيب المهيري,Sousse
60.25,64.05,5.33,7.65,17.21,19.77,26.06,19.95,4.04,51.71,48.29,م إبتدائية حي العوينة سوسة - الطيب المهيري,الطيب المهيري,Sousse
64.28,70.16,5.12,9.09,14.35,21.61,26.47,19.3,4.06,50.07,49.93,م إبتدائية حي الشباب سوسة - الطيب المهيري,الطيب المهيري,Sousse
67.39,74.53,10.01,13.26,20.43,24.09,18.95,11.91,1.35,56.02,43.98,م إبتدائية الكفيف - الطيب المهيري,الطيب المهيري,Sousse
54.32,61.25,4.32,6.51,15.99,21.58,24.59,23.32,3.7,49.67,50.33,م إبتدائية خير الدين - إبن خلدون,إبن خلدون,Sousse
56.84,62.49,4.91,8.05,17.4,22.21,24.92,19.49,3.03,54.96,45.04,م إبتدائية ابن سينا سوسة - إبن خلدون,إبن خلدون,Sousse
62.93,65.92,4.02,8,16.48,20.31,24.09,22.37,4.74,47.89,52.11,م إبتدائية قصيبة الشط سوسة ,قصيبة الشط,Sousse
62.58,66.13,4.44,7.82,16.18,18.76,26.58,22.13,4.09,51.64,48.36,م إبتدائية 2 مارس قصيبة الشط ,قصيبة الشط,Sousse
61.78,65.21,2.95,6.65,13.78,20.56,28.86,22.34,4.87,54.38,45.62,م إبتدائية سيدي عبد الحميد سوسة ,سيدي عبد الحميد,Sousse
62,68.7,7.16,8.99,16.53,19.8,19.57,23,4.95,63.06,36.94,م إبتدائية سيدي الهاني - سيدي الهاني المركزية,سيدي الهاني المركزية,Sousse
55.11,68.61,7.3,9.12,14.6,18.61,19.34,27.74,3.29,58.39,41.61,م إبتدائية أولاد الحشين - سيدي الهاني الغربية,سيدي الهاني الغربية,Sousse
66.09,75.65,7.54,9.57,13.91,25.22,17.1,21.45,5.22,54.49,45.51,م إبتدائية المويسات سيدي الهاني - سيدي الهاني الغربية,سيدي الهاني الغربية,Sousse
45.05,68.5,5.49,9.16,14.65,16.85,19.05,30.77,4.03,50.55,49.45,م إبتدائية أولاد الصغير سيدي الهاني - سيدي الهاني الغربية,سيدي الهاني الغربية,Sousse
44.21,56.22,11.16,8.58,15.45,21.03,21.46,20.17,2.15,57.94,42.06,م إبتدائية غبغوب سيدي الهاني - سيدي الهاني الجنوبية,سيدي الهاني الجنوبية,Sousse
62.38,69.16,7.24,9.35,12.85,15.19,25.94,24.53,4.91,64.72,35.28,م إبتدائية أولاد بوبكر سيدي الهاني - سيدي الهاني الجنوبية,سيدي الهاني الجنوبية,Sousse
51.62,64.81,5.56,8.57,19.68,16.9,20.14,25.93,3.24,56.94,43.06,م إبتدائية أولاد علي بلهاني سيدي الهاني,أولاد علي بلهاني,Sousse
59.72,72.11,7.06,10.45,13.84,20.9,22.03,20.9,4.8,64.23,35.77,م إبتدائية الشراشير سيدي الهاني - كروسية الغربية,كروسية الغربية,Sousse
43.11,62.54,12.06,9.22,12.06,18.09,25.89,18.09,4.61,58.66,41.34,م إبتدائية كروسية الشرقية سيدي الهاني - كروسية الغربية,كروسية الغربية,Sousse
57.78,64.94,8.71,10.25,12.92,22.19,21.35,19.24,5.34,51.47,48.53,م إبتدائية كروسية سيدي الهاني - كروسية المركزية,كروسية المركزية,Sousse
58.79,72.53,15.38,7.14,14.84,20.33,20.88,17.58,3.85,56.59,43.41,م إبتدائية العزيب - كروسية المركزية,كروسية المركزية,Sousse
69.83,78.92,3.48,7.54,15.97,22.75,24.18,20.74,5.35,54.06,45.94,م إبتدائية ابن خلدون سيدي بوعلي ,سيدي بوعلي,Sousse
65.78,78.11,5.01,8.05,17.28,20.66,22.63,21.32,5.05,49.38,50.62,م إبتدائية الأنصاري سيدي بوعلي ,سيدي بوعلي,Sousse
67.68,81.28,7.37,9.6,16.69,22.67,20.58,16.83,6.26,56.17,43.83,م إبتدائية سدّ أولاد علي سيدي بوعلي - السد القبلي,السد القبلي,Sousse
61.69,78.4,9.02,10.65,18.05,16.72,22.34,19.08,4.14,55.03,44.97,م إبتدائية السد الشمالي سيدي بوعلي - السد الجوفي ( السطح),السد الجوفي ,Sousse
67.08,75.72,8.23,4.94,13.99,17.7,25.93,20.99,8.23,58.44,41.56,م إبتدائية الكنانة سيدي بوعلي - السد الجوفي ( السطح),السد الجوفي ,Sousse
42.99,62.69,8.36,9.25,14.33,18.21,25.97,19.7,4.18,51.94,48.06,م إبتدائية الشويشة سيدي بوعلي ,الشويشة,Sousse
62.59,76.02,4.57,9.14,17.07,22.84,20.91,22.12,3.37,60.19,39.81,م إبتدائية وريمة سيدي بوعلي,وريمة,Sousse
57.82,74.27,6.69,9.46,14.68,20.23,21.86,22.68,4.41,53.09,46.91,م إبتدائية منزل المحطة سيدي بوعلي,منزل المحطة,Sousse
59.79,75.23,6.92,8.12,13.98,20.91,21.7,23.57,4.79,59.39,40.61,م إبتدائية سلمون سيدي بوعلي - المهاذبة,المهاذبة,Sousse
59.57,74.89,5.47,8.14,13.73,18.56,25.37,23.14,5.59,57.22,42.78,م إبتدائية كندار ,كندار,Sousse
52.82,74.76,8,7.35,15.44,19.02,23.26,21.94,4.99,52.45,47.55,م إبتدائية أولاد عامر - كندار,كندار,Sousse
53.57,62.99,8.77,11.36,15.91,18.83,23.7,19.48,1.95,57.14,42.86,م إبتدائية بئر الجديد كندار,البئر الجديد,Sousse
66.67,81.57,7.58,6.57,14.14,19.44,25.76,18.18,8.33,60.1,39.9,م إبتدائية البلالمة كندار,البلالمة,Sousse
57.81,74.12,6.89,6.75,10.69,17.3,27.57,26.44,4.36,54.99,45.01,م إبتدائية البشاشمة كندار,البشاشمة,Sousse
55.07,69.78,10.34,9.94,14.31,18.09,24.85,17.3,5.17,61.23,38.77,م إبتدائية أولاد العابد,أولاد العابد,Sousse
52.89,73.99,8.38,11.56,17.34,20.23,25.43,13.3,3.76,53.76,46.24,م إبتدائية القماطة كندار - القماطة,القماطة,Sousse
73.39,75.03,4.8,8.83,15.54,21.61,21.86,21.67,5.69,53.25,46.75,م إبتدائية الحي الجديد مساكن - التوارة الشمالية,التوارة الشمالية,Sousse
67.38,74.21,3.58,5.29,15.17,17.45,23.89,28.76,5.87,50.21,49.79,م إبتدائية النجاح مساكن - التوارة الشمالية,التوارة الشمالية,Sousse
79.91,82.08,6.12,9.55,15.34,20.05,22.11,20.57,6.28,52.93,47.07,م إبتدائية حي التحرير مساكن - الجديدين,الجديدين,Sousse
76.5,79.03,6.47,9.18,16.13,22.65,21.17,18.83,5.57,52.84,47.16,م إبتدائية الحي الشمالي مساكن - الجبليين,الجبليين,Sousse
70.66,74.88,4.95,8.26,16.02,18.55,22.98,22.38,6.85,54.11,45.89,م إبتدائية 2مارس مساكن - الجبليين,الجبليين,Sousse
79.08,79.76,3.91,5.67,16.87,23.75,23.08,17.81,8.91,56.55,43.45,م إبتدائية الكعيبي -مساكن - الجبليين,الجبليين,Sousse
67.76,70.31,2.92,10.58,16.42,22.45,18.43,23.36,5.84,55.92,44.08,م إبتدائية سيدي عبار مساكن - الجبليين,الجبليين,Sousse
61.67,68.33,8.33,8.33,21.67,21.67,16.67,21.67,1.67,75,25,م إبتدائية بشير الجبلين ,الجبليين,Sousse
59.54,72.25,6.4,8.14,10.47,20.35,24.42,21.51,8.72,74.57,25.43,م إبتدائية وادي لاية - المردين,المردين,Sousse
69.98,72.97,6,7.59,15.58,18.76,23.12,22.8,6.16,58.52,41.48,م إبتدائية النهوض مساكن - الغربيين,الغربيين,Sousse
73.27,79.48,7.04,9.52,15.38,20.64,23.89,18.16,5.38,56.48,43.52,م إبتدائية الكنائس مساكن ,الكنائس,Sousse
71.74,74.13,3.79,7.97,15.62,22.09,22.29,21.83,6.41,56.98,43.02,م إبتدائية نهج المحطة مساكن - القبليين,القبليين,Sousse
65.39,77.09,9.97,8.05,13.81,20.04,19.75,21.76,6.62,69.51,30.49,م إبتدائية المور الدين مساكن - النور,النور,Sousse
66.45,69.81,5.11,6.71,17.09,17.89,24.44,24.44,4.31,56.87,43.13,م إبتدائية النور مساكن - النور,النور,Sousse
65.5,69.83,5.06,8.37,17.11,17.57,20.33,25.58,5.98,61.09,38.91,م إبتدائية الإمام الشافعي مساكن - النور,النور,Sousse
45.49,66.09,9.44,11.59,14.59,15.45,26.61,16.74,5.58,59.66,40.34,م إبتدائية الفرادة مساكن ,الفرادي,Sousse
