pres,leg,plus70,61_70,51_60,41_50,31_40,22_30,18_21,men,women,center,deleg,circ
38.46,46.92,8.85,8.85,11.92,22.69,19.62,24.62,3.46,57.31,42.69,م إبتدائية الفرادة الجديدة مساكن ,الفرادي,Sousse
64.55,75.28,8.18,10.68,19.62,24.17,17.27,14.17,5.91,50.83,49.17,م إبتدائية البرجين مساكن ,البرجين,Sousse
74.67,80.08,6.49,9.81,16.83,23.78,20.31,17.45,5.33,53.13,46.87,م إبتدائية بني ربيعة مساكن,بني ربيع,Sousse
65.31,75.32,7.43,11.92,17.62,18.65,16.41,20.38,7.6,49.18,50.82,م إبتدائية بني كلثوم مساكن ,بني كلثوم,Sousse
70.03,74.25,6.63,7.95,15.18,17.86,22.03,24.44,5.92,54.47,45.53,م إبتدائية بطحاء السوق - النجاجرة,النجاجرة,Sousse
71.6,75.55,6.24,9.75,16.59,18.66,21.86,20.32,6.59,59.69,40.31,م إبتدائية نهج البريد مساكن - النجاجرة,النجاجرة,Sousse
66.9,71.34,3.21,7.34,13.17,17.89,27.97,25.26,5.16,50.83,49.17,م إبتدائية المسعدين مساكن ,المسعدين,Sousse
60.61,65.89,3.7,3.38,12.25,22.28,27.88,25.77,4.75,51.53,48.47,م إبتدائية المسعدين 2 - المسعدين,المسعدين,Sousse
71.12,80.43,5.78,8.59,17.26,21.57,21.54,20.11,5.15,49.6,50.4,م إبتدائية الحبيب الكامل هرقلة ,هرقلة,Sousse
58.82,76.63,6.54,8.17,11.6,19.94,28.6,22.06,3.11,60.62,39.38,م إبتدائية العريبات هرقلة ,العريبات,Sousse
55.46,70.1,7.19,8.23,16.47,20.81,25.6,19.01,2.7,57.1,42.9,م إبتدائية السويح هرقلة ,السويح,Sousse
61.59,69.43,7.52,10.25,15.91,18.38,20.37,21.65,5.92,52.54,47.46,م إبتدائية الحي الجديد البقالطة - البقالطة الشمالية,البقالطة الشمالية,Monastir
67.22,76.77,5.38,9.46,16.14,19.3,20.04,22.26,7.42,60.74,39.26,م إبتدائية البحيرة - البقالطة الشمالية,البقالطة الشمالية,Monastir
56.77,69.03,8.39,7.42,16.77,22.9,19.03,19.68,5.81,54.84,45.16,م إبتدائية البقالطة زبيد - البقالطة الشمالية,البقالطة الشمالية,Monastir
70.6,77.69,5.48,9.17,15.88,19.28,24.1,19.75,6.33,55.58,44.42,م إبتدائية البقالطة المحطة - البقالطة الجنوبية,البقالطة الجنوبية,Monastir
62.58,72.8,6.91,9.47,17.51,17.51,20.74,23.14,4.73,55.45,44.55,م إبتدائية حشاد البقالطة - البقالطة الجنوبية,البقالطة الجنوبية,Monastir
65.8,73.63,7.6,6.65,17.34,20.67,19.95,21.62,6.18,58.91,41.09,م إبتدائية الشرف - البقالطة الجنوبية,البقالطة الجنوبية,Monastir
68.28,76.55,10.73,9.69,11.07,19.03,26.3,17.65,5.54,58.62,41.38,م إبتدائية البغدادي ,البغدادي,Monastir
73.29,76.45,5.26,8.25,17.63,20.23,21.94,21.04,5.65,53.86,46.14,م إبتدائية السلام الساحلين - الساحلين الشرقية,الساحلين الشرقية,Monastir
65.54,71.88,6.46,9.86,16.65,20.04,19.83,22.02,5.15,50.22,49.78,م إبتدائية شاكر الساحلين - الساحلين الشرقية,الساحلين الشرقية,Monastir
74.82,78.48,5.08,9.56,17.89,20.45,19.88,21.68,5.46,52.26,47.74,م إبتدائية الحبيب الساحلين - الساحلين الغربية,الساحلين الغربية,Monastir
73.16,74.95,4.59,8.26,16.71,20.42,23.72,21.21,5.09,52.26,47.74,م إبتدائية سيدي عامر,سيدي عامر,Monastir
66.94,71.14,3.63,7.73,16.66,20.38,23.44,22.1,6.06,49.62,50.38,م إبتدائية معتمر 3/2 - معتمر ,معتمر,Monastir
73.5,78.59,5.1,5.61,13.86,20.69,23.45,25.18,6.12,46.59,53.41,م إبتدائية مسجد عيسى ,مسجد عيسى,Monastir
63.34,70.17,6.32,6.17,14.09,20.62,24.77,22.59,5.44,52.77,47.23,م إبتدائية الهدى المكنين - المكنين الشرقية,المكنين الشرقية,Monastir
60.51,66.91,3.08,7.17,16.23,18.25,23.3,24.36,7.61,49.35,50.65,م إبتدائية الحاج محمد زخامة المكنين - المكنين القبلية,المكنين القبلية,Monastir
66.81,73.18,4.72,6.74,16.86,20.17,21.65,22.19,7.67,55.18,44.82,م إبتدائية ابن صالح المكنين - المكنين الجوفية,المكنين الجوفية,Monastir
70.69,76.1,2.66,7.69,18.6,17.67,20.36,25.71,7.32,53.67,46.33,م إبتدائية النور بالمكنين - رأس الوادي,رأس الوادي,Monastir
69.76,75.25,3.59,8.63,16.88,17.66,22.29,24.89,6.06,52.64,47.36,م إبتدائية الاخلاق بالمكنين - رأس الوادي,رأس الوادي,Monastir
69.68,74.64,1.66,3.69,20.21,25.57,17.48,22.59,8.8,49.35,50.65,م إبتدائية 14 جانفي المكنين - رأس الوادي,رأس الوادي,Monastir
70.32,73.86,6.16,7.63,12.55,22.33,24.69,20.19,6.45,50.62,49.38,م إبتدائية الزهور بالمكنين - المكنين الغربية,المكنين الغربية,Monastir
66.94,73.51,3.55,7.04,15.14,14.73,25.49,27.09,6.98,53.99,46.01,م إبتدائية سعيد أبو بكر بالمكنين - المكنين الغربية,المكنين الغربية,Monastir
66.24,73.46,4.13,6.81,16.63,23.08,20.95,22.8,5.61,60.15,39.85,م إبتدائية نهج بورقيبة الفتح - خير الدين,خير الدين,Monastir
53.27,62.03,2.1,7.71,17.06,19.39,21.73,25.82,6.19,47.9,52.1,م إبتدائية الزامرين المكنين - خير الدين,خير الدين,Monastir
63.53,70.87,3.51,7.31,15.29,18.61,25.74,24.6,4.94,50.43,49.57,م إبتدائية خير الدين ,خير الدين,Monastir
74.4,81.27,0.9,3.31,14.46,37.35,18.07,15.66,10.24,53.92,46.08,م إبتدائية المنار المكنين - خير الدين,خير الدين,Monastir
56.53,66.33,6.57,8.33,19.19,18.43,20.96,21.21,5.3,48.99,51.01,م إبتدائية سيدي بنور أولاد سعيد ,سيدي بنور,Monastir
61.6,68.13,6.99,9.92,13.75,18.49,21.2,23.11,6.54,48.31,51.69,م إبتدائية سيدي بنور الحي الجديد,سيدي بنور,Monastir
65.25,69.49,5.08,8.69,11.44,18.01,22.25,25,9.53,44.92,55.08,م إبتدائية الحوم سيدي بنور ,سيدي بنور,Monastir
63.32,68.5,6.19,7.9,13.65,18.26,23.18,23.44,7.39,49.56,50.44,م إبتدائية منزل فارسي ,منزل فارسي,Monastir
51.02,63.27,6.12,10.2,17.69,19.73,19.73,23.81,2.72,51.7,48.3,م إبتدائية الشواشين - منزل فارسي,منزل فارسي,Monastir
54.83,63.34,9.16,9.65,17.11,19.87,19.38,20.28,4.54,49.23,50.77,م إبتدائية شراحيل,الشراحيل,Monastir
51.37,61.57,8.43,9.8,15.69,24.51,20.98,17.45,3.14,44.51,55.49,م إبتدائية المزاهيد شراحيل ,الشراحيل,Monastir
53.25,62.8,6.88,6.12,13.63,18.6,24.08,23.31,7.39,53.38,46.62,م إبتدائية الفحول - عميرة الفحول,عميرة الفحول,Monastir
54.04,66.3,6.13,10.03,14.76,16.99,26.18,20.33,5.57,59.33,40.67,م إبتدائية أولاد بوسيف الفحول - عميرة الفحول,عميرة الفحول,Monastir
55.58,66.27,7.36,7.84,11.16,21.85,23.75,23.04,4.99,59.14,40.86,م إبتدائية فرج الحاج عثمان القراوة - عميرة الفحول,عميرة الفحول,Monastir
55.56,66.67,5.96,8.67,15.45,19.51,25.47,23.31,1.63,53.39,46.61,م إبتدائية الفحول الجديدة - عميرة الفحول,عميرة الفحول,Monastir
48.98,58.93,6.63,7.65,11.48,19.39,23.98,26.79,4.08,48.47,51.53,م إبتدائية فحول العهد الجديد - عميرة الفحول,عميرة الفحول,Monastir
60.34,78.45,2.59,7.76,16.38,13.79,23.28,23.28,12.93,56.03,43.97,م إبتدائية النصر التوازرة - التوازرة الشمالية,عميرة الفحول,Monastir
65.56,77.95,4.83,7.86,13.9,17.52,22.96,25.38,7.55,50.15,49.85,م إبتدائية ابن خلدون التوازرة - التوازرة الشمالية,عميرة الفحول,Monastir
51.61,58.33,4.58,6.04,9.45,17.33,24.15,31.16,7.3,53.07,46.93,م إبتدائية الحجاج - عميرة الحجاج,عميرة الحجاج,Monastir
55.21,66.82,5.61,5.37,12.48,17.54,27.09,25.51,6.4,56.32,43.68,م إبتدائية أولاد عزيزة الحجاج - عميرة الحجاج,عميرة الحجاج,Monastir
52.96,64.3,6.38,5.67,17.73,16.55,22.93,26.01,4.73,57.92,42.08,م إبتدائية المرازقة بالفحول - عميرة الحجاج,عميرة الحجاج,Monastir
63.17,69.42,6.47,4.91,10.71,20.76,23.21,29.24,4.69,56.25,43.75,م إبتدائية الاضياف - عميرة الحجاج,عميرة الحجاج,Monastir
58.15,67.42,3.65,7.02,12.92,17.42,26.69,27.81,4.49,54.78,45.22,م إبتدائية أولاد جمعة الفوز بالحجاج - عميرة الحجاج,عميرة الحجاج,Monastir
49.55,62.59,5.74,6.71,12.97,17.74,26.75,26.23,3.88,52.09,47.91,م إبتدائية السميرات حسن بن ابراهيم - عميرة التوزارة ,عميرة التوازرة,Monastir
64.44,75.27,6.86,4.87,14.62,21.48,23.29,22.74,6.14,51.62,48.38,م إبتدائية المثابرة التوازرة - عميرة التوزارة الجنوبية ,عميرة التوزارة الجنوبية ,Monastir
57.64,69.87,5.9,8.3,9.17,17.47,26.86,25.98,6.33,56.11,43.89,م إبتدائية 14 جانفي التوازرة - عميرة التوزارة الجنوبية ,عميرة التوزارة الجنوبية ,Monastir
73.01,76.81,3.92,6.33,14.16,16.77,19.04,28.9,10.89,51.88,48.12,م إبتدائية غرة جوان المنسبير – المدينة,المدينة,Monastir
72.93,76.35,5.46,6.05,14.72,21.44,22.26,23.95,6.12,49.39,50.61,م إبتدائية الهادي نعمان المنستير - المدينة 2 ,المدينة 2 ,Monastir
73.37,77.38,1.16,4.78,16.54,17.65,20.71,30.47,8.7,46.28,53.72,م إبتدائية العقبة - المدينة 2 ,المدينة 2 ,Monastir
78.64,81.28,5.62,8.28,15.15,21.13,22.49,19.7,7.63,49.9,50.1,م إبتدائية حي السعادة المنستير - باب الغربي,باب الغربي,Monastir
68.48,69.73,3.29,7.37,14.85,18.59,22.11,25.62,8.16,46.71,53.29,م إبتدائية المنستير حي الرياض - باب الغربي,باب الغربي,Monastir
63.67,68.57,4.43,7.53,13.77,19.1,23.82,25.49,5.86,53.57,46.43,م إبتدائية الصادق مزالي المنستير – الربط,الربط,Monastir
74.96,78.15,5.02,7.86,16.98,19.6,22.04,21.49,7.02,49.49,50.51,م إبتدائية عبد الله الزناد المنستير – الربط,الربط,Monastir
68.12,73.27,4.83,8.29,13.12,18.07,27.39,21.86,6.44,48.33,51.67,م إبتدائية حي السلام - الحلية ,الحلية ,Monastir
70.51,74.09,3.37,9.11,11.67,18.78,27.22,23.34,6.52,49.09,50.91,م إبتدائية حي البساتين - الحلية ,الحلية ,Monastir
67.78,73.49,1.39,4.26,16.05,21.62,25.8,22.44,8.44,45.79,54.21,م إبتدائية الفرينة المنستير - الحلية ,الحلية ,Monastir
76.55,80.19,5.38,7.66,14.48,22.58,24.46,20.55,4.88,50.66,49.34,م إبتدائية طريق القيروان المنستير - الحلية 2,الحلية 2,Monastir
73.06,76.26,2.73,9.4,14.23,16.7,26.37,23.79,6.78,50.95,49.05,م إبتدائية طريق رمادة - الحلية 2,الحلية 2,Monastir
73.18,75.33,2.01,6.58,13.49,15.86,25.81,28.1,8.15,53.15,46.85,م إبتدائية حي العمران - الحلية 2,الحلية 2,Monastir
66.92,73.9,1.33,4.82,19.62,21.36,20.37,25.1,7.4,52.04,47.96,م إبتدائية سيدي نصر المنستير - الحلية 2,الحلية 2,Monastir
78.37,82.39,4.01,9.09,15.96,18.76,21.75,22.62,7.82,51.15,48.85,م إبتدائية 2مارس 34 سقانص ,صقانس,Monastir
78.76,82.91,4.57,8.68,14.35,20.96,23.99,20.62,6.85,49.33,50.67,م إبتدائية السواني المنستير – سقانص,صقانس,Monastir
68.1,73.07,3.32,6.69,14.78,17.88,24.89,27.17,5.27,49.13,50.87,م إبتدائية سقانص النخيل المنستير,صقانس,Monastir
73.75,78.52,5.18,7.86,13.83,22.55,25.39,19.25,5.94,55.41,44.59,م إبتدائية ابن خلدون خنيس ,خنيس,Monastir
73.87,80.11,4.5,7.51,16.97,20.65,23.05,21.62,5.71,53.3,46.7,م إبتدائية الهادي يوسف خنيس ,خنيس,Monastir
75.95,82.06,4.37,7.38,16.8,21.55,23.11,19.71,7.09,52.28,47.72,م إبتدائية عمر الصقلي خنيس ,خنيس,Monastir
61.54,69.17,5.32,8.33,17.25,18.04,22.34,22.18,6.53,50.78,49.22,م إبتدائية الأمل الوردانين - الوردانين الشمالية,الوردانين الشمالية,Monastir
61.64,65.04,4.19,6.82,16.65,21.81,22.1,22.69,5.75,48.39,51.61,م إبتدائية التقدم بالوردانين - الوردانين الشمالية,الوردانين الشمالية,Monastir
61.66,71.83,5.24,9.85,16.24,20.04,22.47,21.29,4.87,52.07,47.93,م إبتدائية ابن يونس الوردانين - الوردانين الجنوبية,الوردانين الجنوبية,Monastir
58.66,65.65,6.63,9.21,18.88,21.55,20.44,18.42,4.88,51.2,48.8,م إبتدائية عبد الله فرحات - الوردانين الجنوبية,الوردانين الجنوبية,Monastir
61.17,67.87,1.91,5.64,18.94,19.47,19.89,26.7,7.45,47.34,52.66,م إبتدائية 14 جانفي الوردانين - الوردانين الجنوبية,الوردانين الجنوبية,Monastir
64.44,79.35,6.39,6.7,15.89,20.87,19.94,20.56,9.66,50,50,م إبتدائية منزل خير,منزل خير,Monastir
55.88,67.65,6.88,7.86,16.11,21.02,20.63,20.24,7.27,54.12,45.88,م إبتدائية سيدي بوعثمان ,سيدي بوعثمان,Monastir
66.34,74.11,6.06,6.79,15.48,20.29,22.33,22.66,6.39,57.84,42.16,م إبتدائية بورقيبة بنبلة ,بنبلة,Monastir
66.36,72.66,4.1,7.41,13.58,21.61,27.51,20.55,5.25,53.31,46.69,م إبتدائية الجمهورية بنبلة ,بنبلة,Monastir
65.51,74.09,2.83,6.4,16.26,20.47,25.26,23.59,5.19,53.17,46.83,م إبتدائية حشاد بنبلة - بنبلة الغربية,بنبلة الغربية,Monastir
65.96,72.1,5.53,6.28,17.77,20.64,22.77,21.49,5.53,52.98,47.02,م إبتدائية المنار بالمنارة ,المنارة,Monastir
69.22,78.23,5.45,6.08,14.44,21.35,23.23,23.9,5.55,56.98,43.02,م إبتدائية منزل النورشارع بورقيبة ,منزل النور,Monastir
65.09,71.94,2.94,5.87,16.97,17.29,22.68,29.04,5.22,51.06,48.94,م إبتدائية 34/3/2 منزل النور ,منزل النور,Monastir
66.19,75.41,3.33,4.75,15.44,23.52,20.67,25.18,7.13,44.21,55.79,م إبتدائية 14 جانفي منزل النور ,منزل النور,Monastir
59.95,70.19,4.47,6.48,14.97,18.92,24.43,25.15,5.57,51.65,48.35,م إبتدائية المصدور ,المصدور,Monastir
74.36,82.9,4.22,7.89,14.01,17.96,25.71,21.91,8.3,57.39,42.61,م إبتدائية منزل حرب,منزل حرب,Monastir
68.18,74.91,4.67,7.46,17.82,18.54,22.93,22.73,5.86,49.18,50.82,م إبتدائية حشاد بني حسان - بني حسان القبلية,بني حسان القبلية,Monastir
68.77,77.26,6.48,10.19,15.59,18.81,22.03,21.85,5.05,52.32,47.68,م إبتدائية 34/3/2 بني حسان - بني حسان الجوفية,بني حسان الجوفية,Monastir
35.66,53.68,6.45,5.92,11.58,19.08,25.13,26.45,5.4,57.63,42.37,م إبتدائية الجنائحة 1 - الجنائحة,الجنائحة,Monastir
51.47,70.68,7.19,8.17,15.03,16.34,26.14,21.24,5.88,55.37,44.63,م إبتدائية الجنائحة 2 المستقبل – الجنائحة,الجنائحة,Monastir
50.49,62.79,5.74,6.11,12.15,17.96,26.34,25.89,5.81,50.04,49.96,م إبتدائية الغنادة ,الغنادة,Monastir
59.21,65.79,3.95,2.63,11.84,18.42,28.95,25,9.21,34.21,65.79,م إبتدائية العثامنة - الغنادة ,الغنادة,Monastir
65.96,71.92,5.75,7.16,14.01,20.44,22.88,23.03,6.74,52.11,47.89,م إبتدائية الشهداء جمال - جمال القبلية,جمال القبلية,Monastir
63.93,72.44,3.68,6.7,18.79,17.89,18.79,26.35,7.79,54.36,45.64,م إبتدائية ب - س - ب جمال - جمال القبلية,جمال القبلية,Monastir
55.88,67.18,0.67,3.11,14.89,23.78,23.11,24.22,10.22,54.55,45.45,م إبتدائية حي التضامن جمّال - جمال الجوفية,جمال الجوفية,Monastir
61.68,69.14,4.44,6.21,14.19,17.9,26.45,24.27,6.53,55.12,44.88,م إبتدائية القصاص جمال - جمال الشرقية,جمال الشرقية,Monastir
69.96,74.5,6.77,6.82,13.48,17.62,25.78,22.88,6.66,50.05,49.95,م إبتدائية الهداية جمال - جمال الشرقية,جمال الشرقية,Monastir
68.49,74.74,3.3,8.76,16.55,19,20.81,24.48,7.1,50.76,49.24,م إبتدائية حي المنار جمال - جمال الشرقية,جمال الشرقية,Monastir
60.27,67.02,7.65,7.52,14.58,20.23,24.33,21.46,4.24,51.39,48.61,م إبتدائية سيدي مسعود جمال - جمال الغربية,جمال الغربية,Monastir
66.87,76.05,5.08,7.73,15.94,19.58,22.1,23.1,6.47,51.88,48.12,م إبتدائية ابن الجزار - جمال الغربية,جمال الغربية,Monastir
62.46,70.32,3.53,6.54,12.52,18.07,25.46,26.92,6.97,51.13,48.87,م إبتدائية المهيري جمال - جمال الغربية,جمال الغربية,Monastir
56.93,64.44,1.49,5,18.59,20.83,19.41,26.64,8.05,46.92,53.08,م إبتدائية حي الفتح جمال - جمال الغربية,جمال الغربية,Monastir
71.69,79.5,5.59,7.73,16.12,19.95,22.21,21.9,6.51,51.45,48.55,م إبتدائية زاوية قنطش,زاوية قنطش,Monastir
74.19,81.17,4.87,7.47,16.23,19.81,19.97,23.21,8.44,51.79,48.21,م إبتدائية زاوية قنطش 14 جانفي جمال ,زاوية قنطش,Monastir
62.36,70.11,7.12,7.77,16.18,21.2,21.68,22.17,3.88,52.18,47.82,م إبتدائية بئر الطيب ,بئر الطيب,Monastir
52.58,56.26,5.9,7.93,14.95,23.89,18.27,23.52,5.54,56.81,43.19,م إبتدائية منزل كامل ,منزل كامل,Monastir
